review,label
they always present me with good and complete information and are honest and trustworthy .,1
and it all is so bad .,0
"all in all , very disappointing in our book .",0
i feel like this is an intelligent guess .,1
zero stars .,0
"could not understand what the foreign cashier was saying , made placing near impossible .",0
i do n't need anything fancy but this was pathetic .,0
i used to order takeout here once every month or so .,0
oh how the mighty have fallen .,0
everything was fresh and well-prepared .,1
the atmosphere and space is great - open and large .,1
better deals and better food at a mall food court .,0
best breakfast i 've ever had !,1
if i could give negative stars i would .,0
"danny , is a class act .",1
the wifi signal is weak .,0
and very tasty .,1
that exchange was awkward too .,0
produce is very fresh .,1
makes you wonder just how safe the kitchen is .,0
you 're probably asking why order that when at a fish market .,0
marvelous !,1
prices can be a little high but quality is very good .,1
i ate about _num_ bites and left the rest .,0
the whole burger just tasted like nothing .,0
"good food , large portions , fair prices .",1
"unless olive garden is closed , do n't go here .",0
"also , the staff was fairly rude and all had chips on their shoulders .",0
the waitstaff and ambiance was nice .,1
i would definitely recommend him for your event .,1
almost every time i have been let down .,0
wonderful !,1
the market square location has the most horrible service i 've ever experienced .,0
bloomfield rocks !,1
"nice , family run business with friendly people .",1
"clearly , i must not love myself or something .",0
no .,0
weird experience .,0
i do n't even really know where to begin with this review .,0
the hotel was beautiful and well kept .,1
they seem to have an impressive inventory .,1
there is no excuse for the poor service and food .,0
the staff is friendly and personable .,1
"_num_ stars for history , _num_ for food quality and flavor .",0
"mostly negative , but hey i was hungry and gave it a shot .",0
i think we 've found our new pizza place !,1
worst mcdonald 's ever .,0
it 's worth having to wait in line when they first open each morning .,1
great find !,1
and really takes the time to listen .,1
well this place got the job done and done right .,1
great baked goods and a nice staff .,1
there were zero other people here aside from my friend and i .,0
food is always tasty and the wait staff have always been terrific !,1
i 'll definitely be going back !,1
a strong recommend .,1
love the complementary homemade fudge - a nice touch .,1
the ladies that worked there were very nice .,1
not impressed .,0
it came with fries and coleslaw and a pickle .,1
skip to the second time .,0
i love this place and have been a loyal client for years .,1
the coffee is delicious also .,1
i hit this place every time i 'm in pittsburgh .,1
very disappointed in the customer service .,0
i 'm not joking about the water .,0
i keep coming back to this bloomfield gem .,1
there was no mole sauce as described in the dish .,0
"the vegetables taste fresh , too .",1
very disappointing .,0
the two jumbo fried shrimp were ok.,0
definitely a lot of sandwich for the $ .,1
hot lobster roll was absolutely delicious !,1
i will not return to this place again .,0
"two scrambled whole eggs , italian toast , and home fries .",0
"i asked if she had pbr , and she replied she did n't know .",0
"this food , though , it was n't good .",0
well worth it because of how damn good it is .,1
_num_ of us all liked our food .,1
very sloppy !,0
i had a great experience and am sure everyone else will .,1
but they 're also very good . ),1
horrible brunch experience .,0
and very sweet and refreshing !,1
i walked out !,0
"they are understaffed , incompetent , and slow .",0
"loved everything from the ownership , to the crowd , to the live music .",1
great hotel with great views .,1
"well , their sushi of course !",1
what a terrible experience .,0
the best pepperoni and atomic pepperoni rolls ever !,1
i love it here .,1
"andy is not just a funny guy , but is very generous .",1
well what a mistake i made .,0
our food came out rather quickly and was delicious !,1
"it 's fairly disgusting ( sticky tables , trash everywhere ) .",0
the first was flavorless and cold .,0
i would definitely recommend this place to anyone wanting a good burger .,1
( the hoagie bun was better than average . ),0
not good .,0
great beers on tap .,1
essentially three pieces of toast with various toppings .,0
i love the fresh smell of baking bread throughout the restaurant .,1
fair prices and they keep you up to date with how long they need .,1
the steamed mussels arrived in a grey broth that looked like sewage water .,0
they have very cute cupcakes and themed cakes for holidays as well .,1
but i could n't eat it .,0
"if they do n't , ask ... they do their best to get it !",1
i love this place so much !,1
one of the best places to eat in the steel city .,1
this is not an exaggeration .,0
she told me there was a charge for the dressing on the side .,0
"but hey , sometimes it 's just fun to look as well .",1
i hope my friend keeps going back !,1
waitress was supposed to go and get our next round of drinks .,0
i do n't have that problem at other arby 's .,0
nothing to write home about .,0
"$ _num_ burgers , $ _num_ domestic bottles .",0
i am never going back to this place .,0
the service is friendly and pleasant and the coffee is good .,1
i will be back !,1
this place is extremely overrated .,0
"diners beware , spend your money elsewhere .",0
i 'd never had the food before .,0
just spent two nights here and we thought it was very nice .,1
cold cheese and cold pepperoni on my pizza ?,0
"asked for a manager , she never came to the table .",0
"it 's been nearly a decade , but i found it .",1
"great dogs and a huge selection of beer , imported and otherwise .",1
"and bring a kid with you , they will give them bread !",1
"they hardly put any fresh vegetables in it , and the vermicelli is overcooked .",0
food was only just ok and service was even worse .,0
the iced coffee here is delicious !,1
my colleague had the italian sausage which he said was also very good .,1
the food was good .,1
"in fact , it was awful .",0
i just do n't understand how anyone can like this place .,0
it tastes simply amazing .,1
disappointing : ( i expected more out of pf chang 's .,0
no one has gotten back to me yet .,0
she made a lot of great suggestions and i told her to wing it .,1
terrible pizza .,0
i would not recommend anybody go .,0
they complained that our house was not clean and scared off the potential tenants .,0
they were honest and trustworthy in the handling of the repairs .,1
probably not .,0
"by this time , i was through with this place .",0
the place was more of a hole in the wall then i can appreciate .,0
they screwed up my order and refused to fix it .,0
even the chai was delicious .,1
the ranch is homemade and quite delicious .,1
for delivery food i say this place is great .,1
they also sell really epic mugs .,1
as tables became available he would seat groups that he knew and/or had reservations .,0
this little shop is right in the middle of a neighborhood .,1
"no such luck , since it was prime dining time on saturday night .",0
horrible service .,0
had a first time appointment with kyle .,1
i told him they are too noisy .,0
"first , i 'll walk you through my experience .",0
the prices here can be ridiculous .,0
these place are virtually the same .,0
we ended up here just to look around and it was so much fun !,1
this is right down the street and we have never stopped here .,1
portions are great and flavor was really good .,1
"food is limited and all fried , that 's not a good thing either .",0
had a great several day stay during the week .,1
the guys that work here are great too .,1
i was very specific when i made my reservations several months ago .,0
this is a great place to go if you 're in the 'burgh .,1
the hostess that had little to nothing to say prior or during our seating ?,0
sliding scale monthly rate !,1
so sad .,0
its _num_ and they still do n't take credit and or debit cards .,0
i did n't know hamburgers were traditional italian fare .,0
jeep sounded great when i got it back .,1
"negatives : the lighting , the decor and the smoking .",0
"then the other day , we went back and i tried pizza .",0
someone should buy this place and turn it into what it should be .,0
the place is fun !,1
service was terrible .,0
this place is fantastic !,1
excellent for take out .,1
a restaurant like just should be nowhere near your top _num_ .,0
friday is a good reason to go ... reservations are calling !,1
pretty much every seat in the house is a good seat .,1
avoid this place as all costs .,0
did n't like the presentation of the buffet .,0
the current tenant informed me that the roof leaked .,0
lidia 's is a pittsburgh gem !,1
i would n't go back .,0
will not go back .,0
it 's definitely worth the trip .,1
"ha unbelievable , it was that good !",1
my wife ended up going to the bathroom for paper towels .,0
the selection is nice and the produce is usually fresh .,1
this is the kind of restaurant that lets the food speak for its self .,1
the food was ok but it 's not memorable .,0
the staff is friendly and personable .,1
this salon is easily the best salon that i have been to .,1
the best breakfast ever .,1
"third , i 've personally had issues with meat quality here .",0
for an great little breakfast stop i highly recommend .,1
been going there for years and the quality is always the best .,1
my favorite place ever !,1
the french onion soup is great .,1
this is the most authentic irish pub you will find .,1
are you kidding me ?,0
nice work but pricey -- only two slices of baguette and apple !,1
we ordered an app and unfortunately this is where our problems began .,0
i read about good stuff here but was very disappointed .,0
"best steak in pittsburgh , if not among the best i 've ever had .",1
this store has such bad service .,0
the worst mani/pedi of my life .,0
now the tuna was amazing .,1
worth a visit from across the country .,1
the spinach pie was ok .,0
thanks for a great pizza friday !,1
"sara was great to talk to , and is all around a great stylist .",1
perfect .,1
guess not .,0
"sorry , i gotten very used to no smoking i public places in pittsburgh .",0
my party and i left to go to another restaurant .,0
ruth greets me with a smile every time and my clothes never looked better .,1
my experience at big bang bikes was fantastic .,1
i was really disappointed .,0
the service was very friendly and attentive .,1
"food was great though , and service was quick and friendly .",1
"suggestions , hmm not entirely sure since nothing i ate here impressed me much .",0
"my friend was not rude , not disrespectful , just looking to order food .",0
"however , the food and service is sub par .",0
"they said yes , and i just confirmed it had not been .",0
the wings do not come with celery .,0
but i 've moved to pittsburgh and needed some place economical .,1
the french chardonnay was quite good !,1
our food took forever and when it got there i was highly disappointed .,0
amazing .,1
my pet 's annual visit was over well $ _num_ .,0
absolutely incredible restaurant !,1
friendly staff and crowd .,1
the bartender working seemed annoyed by our presence .,0
when i got home they did n't give me my kids meals .,0
this restaurant/bar rocks !,1
it was quite crowded .,0
the woman who answered the phone said yes to both so i rushed over .,0
yeah .,1
my husband loves their ribs and i love their chicken .,1
pizza was good .,1
i went here for the first time on saturday night .,1
love these guys !,1
worst experience .,0
this is my favorite place to go when i 'm in the steel city .,1
avoid !,0
"support this local business , because it is the best .",1
"everyone you meet here is friendly , kind and helpful .",1
the stylists are always great and easy going .,1
you must check this place out !,1
jackie runs the office like a well oiled machine !,1
pancakes looked really good too .,1
great neighborhood spot .,1
"i really like their pizza , very very good .",1
the sandwiches and side orders i 've tried have all been great as well .,1
"it was so bad , i would not dear to try again .",0
"stringy , asian crab that was definitely pre-made .",0
service was extremely poor and bar service was also extremely poor .,0
this particular branch has very helpful and friendly employees .,1
steak hoagies are delicious .,1
i 've also enjoyed any sandwich or salad i 've ever gotten here .,1
and proceeded to scream at her for several minutes .,0
very good cheap food .,1
both were excellent .,1
literally my favorite hair salon that i 've ever been to .,1
and i would n't have minded if the food had been amazing .,0
i love this place .,1
"for real , wasting money for wrong order !",0
this is a great little bike shop !,1
i 've been there _num_ times and each time the food was pretty gross .,0
i do n't know where all the positive reviews are coming from .,0
not so much .,0
good service .,1
waste of time and money overall .,0
such a shame .,0
waitress has n't checked on us in half an hour .,0
"instead , my total was about $ _num_ .",0
great balance of cheeses .,1
i dropped them off while i parked the car .,0
very good location for romantic dinner to bring your special one on a date .,1
no thanks .,0
i will not be returning again .,0
will definitely order from them again .,1
worth every cent .,1
check it out .,1
"good beer , good food .",1
there were fruit flies everywhere .,0
cheap gyro combo = cheap tasting meal .,0
"the fries had some skin on , which i really liked .",1
"unfortunately , our experience was dreadful .",0
definitely will be going back .,1
we had a wonderful time !,1
so delicious !,1
"it 's great , fast food .",1
walking on it with shoes on disgusted me .,0
my silver was even wrapped in torn linens !,0
"book early , especially during wedding season !",1
"if not , um , why would we want to pay for it ?",0
the atmosphere is warm and relaxing .,1
the corn lacked butter .,0
"went once , only due to bad weather , and would never go again .",0
highly recommended !,1
do n't waste your time at the fish market .,0
his down to earth personality and explanations excellent .,1
will definitely be going back .,1
staff are very friendly and patient .,1
simple + tasty + affordable = repeat customer .,1
too bad the food was n't good .,0
i was _num_ minutes early for the bus i was trying to catch .,0
exactly what you 'd imagine from an adorable neighborhood ice cream shop .,1
was she having a bad day ?,0
it was fantastic - the best veggie sandwich i have had here in pittsburgh .,1
the food was fantastic .,1
i liked the bar .,0
"the space is pretty large , with indoor and outdoor seating .",1
great food .,1
the baristas are not friendly .,0
"place was nice , good location , walked here from our hotel .",1
the food is mediocre ( at best ) .,0
"however , i 'm in pittsburgh , where can i go ?",0
the coffee shop attached to the hotel is just ok .,0
i made reservations for _num_ pm on a friday .,0
highly disappointing philly cheesesteak !,0
might have been a stomach bug but it is kind of strange .,0
good reasonably priced boutique hotel within walking distance of downtown pittsburgh .,1
"quite a nice cut and those yummy aveda products , to boot .",1
i could taste absolutely nothing from her veal .,0
tonight was my second attempt here .,0
food was prompt and fresh .,1
and nobody smiled at anyone else .,0
service was fast and friendly .,1
the french toast was absolutely incredible .,1
"all the white people get to eat , we do not ?",0
the pizza here is amazing .,1
go in summer or no point in going .,0
great place in the strip district .,1
it 's a great take out place -- call ahead though .,1
the italian and mushroom steak hoagies were n't that great .,0
pricing is horrendous for beers .,0
i love this place !,1
it 's also really expensive .,0
i stopped by here this past thursday night with three others for dinner .,0
it was delicious .,1
the best soft serve i have ever had .,1
why be in the service business if you have a bad attitude ?,0
such an amazing experience - especially for my first time seeing a ballet !,1
"the owner of this establishment is honest , fair and skilled .",1
"poor service , menu options not available , dirty utensils .",0
"bread or not , it still was n't great .",0
i got exactly what i wanted !,1
my cashier never handed me a cup for my drink .,0
the owner has a complete disregard for customers and the customer experience .,0
this is my favorite restaurant in pittsburgh .,1
i am so happy with my new do & my boyfriend loves it too .,1
_num_ hours to find the cold remedy i wanted .,0
go here and you will be happy you did .,1
there is no grass on the range .,0
_num_ of us came here for dinner and ordered burgers and drinks .,0
i had a gyro and it was good .,1
"it spicy but not going to kill you , actually has great flavor .",1
but i was n't feeling it here .,0
the employees at this particular one are always available and helpful !,1
i 've had much worse .,0
thank you !,1
this used to be my favorite local waffle house .,0
the owner is the one who took my appointment .,0
i ca n't begin to express my disappointment in your establishment .,0
always good vibes at shadow !,1
"white , and very loud .",0
"food is really , really average .",0
the location is perfect .,1
if only they could train their employees better .,0
we 'll definitely be back !,1
true pittsburgh original !,1
really good way to get several different tastes .,1
"for an appetizer , _num_ entrees , and naan .",0
one did n't even look up from the computer .,0
"this place was trashy , dirty and probably not even up to code .",0
there are much better sushi choices available .,0
not fresh at all .,0
just getting our drinks out was confusing .,0
this place is fantastic !,1
"as for me , i do n't think i 'll be back .",0
was very pleased and will be back !,1
"ingredients were spot on , but it was lacking any real flavor .",0
it 's just plain good !,1
sat at the _num_ seats right at the bar once you open the door .,1
( $ _num_ + $ _num_ ) .,0
great food !,1
the exhibits are fantastic .,1
the service can also be rather slow .,0
good service at a decent price .,1
the owner has to be the problem .,0
there was no information about this .,0
two of us were there early and rudely treated by the hostess .,0
great salon !,1
everything was delicious !,1
the parlor looked nothing like the pictures on this website .,0
they are an honest team of mechanics who really watch out for your vehicle .,1
i felt horrible .,0
spicy blt was excellent !,1
the worst $ _num_ i 've ever spent .,0
"unless your are here for a beer , forget about it .",0
i wo n't come back this unpleasant and pricy restaurant never again .,0
i would definitely recommend taste of india !,1
kung pao tofu is my favorite so far .,1
... another one bites the dust !,0
"well , i have never felt more embarrassed in a situation .",0
wait staff very good .,1
you 've been warned !,0
"so on to the hoagies , the italian is general run of the mill .",0
good food .,1
"good idea , maybe more education at check in .",1
"for a $ _num_ meal each , not great .",0
i 'm not wasting my calories on a bad cookie .,0
this place has an incredible lunch buffet .,1
butter served with the bread was so hard it bent the knife .,0
i will definitely go back !,1
sandwiches are incredibly fresh and are huge .,1
hands down the best pancakes i have ever put in my mouth .,1
there was mildew on the floors of my bathroom and bathtub .,0
but our favorite thing at olive or twist ... .,1
however that is not what pittsburgh is about .,0
fries are nothing special .,0
the cajun rub is good too .,1
got chicken with string beans ( $ _num_ ) take-out .,0
they have the best chicken salad wrap ever !,1
pittsburgh has certainly made a name for itself within the arts and theater world .,1
"i have never , ever witnessed anything so insane as a drive-through restroom .",0
general tso had no flavor .,0
an adult area would change all this .,0
"cheap , average diner food .",0
"we tried going early , late -- it never made any difference .",0
"i was rear ended at a stop sign , was n't my fault .",0
"i of course had filet , and i was just so underwhelmed with it .",0
one table near us had to flag a waitress just to get her attention .,0
i like a place with a work ethic and billy 's delivers .,1
and the sandwich 's are totally worth it .,1
our space was clean and everyone in the building was friendly and respectful .,1
"he got our salsa order wrong so needless to say , we left .",0
this is a first class authentic mexican restaurant !,1
seats right in front if the stage .,1
waitress was nice but it 's obvious that this place is run poorly .,0
i could n't even taste the crab !,0
awesome !,1
it was really hot that day so it was pretty uncomfortable .,0
sorry to see this place go down hill .,0
she did n't listen at all .,0
chili cheese omlette was amazing !,1
receptionists were beyond awful .,0
what a great dinner !,1
nice selection of bulk foods .,1
probably the best crust i 've had in a while .,1
worst thai restaurant in pittsburgh .,0
"we had both the cashew chicken and seafood delight , and both were awesome .",1
it 's a hit and miss .,0
yes it 's totally hipster and funky .,1
"it has a friendly , family style atmosphere .",1
one person working and could n't look at my car .,0
_num_ dollars for _num_ people .,0
every time i eat here the food is delicious and consistent .,1
i go here a good bit .,1
"`` no , it 's not ready yet .",0
"wonderful , warm , and festive , the saturday before christmas .",1
the pizza was delicious !,1
"when the oysters came out , they did n't even look like oysters .",0
good service .,1
the only waitress i 've had there is pretty rude .,0
"but of course , our food came and mine was cold .",0
horrible service .,0
i spent days on the toilet after eating the pizza .,0
the bar inside is great too .,1
domestic beers were $ _num_ .,0
i should have known then that it would be a bad experience .,0
"it 's not 5-star , it 's pizza .",0
food was great .,1
got the buffet pizza was good they also give you free soup to .,1
"the italian hoagie is pretty good too , but i prefer the steak .",1
i unfortunately ordered the fettuccine alfredo -- worst ever .,0
between two of them they finished one piece and could n't tolerate anymore .,0
they were returned to me a full size smaller than i dropped them off .,0
the experience and service is excellent !,1
every time i go there i see one of my friends !,1
biggest waste of money !,0
"the tomato soup is amazing , but that is just a start .",1
thus station needs more amenities and a makeover to compete with the dc one !,0
no more tries here .,0
did they use the tea pot as an ash tray ?,0
not real italian .,0
i 'd hate to be there when they are `` busy '' .,0
the entire breakfast tasted farm fresh .,1
it is by far the best pizza we 've ever had !,1
"however , we were not offered any and forgot about it until this morning .",0
this is the worst chinese food i 've had .,0
"there is often a line , so please be patient .",1
"but apparently , mama has left the kitchen .",0
i had an incredible night here .,1
i love the salads here .,1
simple italian food at a good price .,1
the coffee selection is out of this world and the coffee itself is wonderful !,1
avoid this place at all costs !,0
this hotel is beautiful inside and the location is prime .,1
are you kidding me ?,0
i 'll definitely be coming back !,1
"no apologies , no offer to comp a side or a dessert .",0
i really trust this place .,1
"and , insult to injury , my bloody mary was watered down .",0
it was very crowded due to little italy days in bloomfield .,0
but i did n't send it back because i never send anything back .,0
i have to say it was really good .,1
no issues and great location .,1
the flavor was meh and the black truffle butter was surprisingly boring .,0
we really enjoyed our lunch .,1
give it a try !,1
the bill was way too high .,0
completely bitter and disgusting !,0
"then , my brother got the prosciutto and arugula pizza .",0
two basic rolls and miso soup for $ _num_ .,0
this is one of the best health food stores i 've ever shopped at .,1
come here- the service is great and the price is very reasonable .,1
just as good and half the bill .,1
i 'm not sure why people like this place so much .,0
this place is fun and full of neat stuff to look at .,1
"okay , i 'm going to a negative place right now ... .",0
the fried rice was disappointing and the vegetables tasted raw .,0
sausage pizza was very good from brother .,1
there were no parked cars visible from the road ; and _num_ ) .,0
the people watching is amazing .,1
"however , the venue was actually nice with a nice neighborhood feel .",1
"luckily , the ice cream was superb .",1
i stood there for a second and realized she was blatantly blowing me off .,0
waitress did apologize for cup but it was too late - chose to leave .,0
was n't very busy which was a plus .,0
what i have a problem with is all the nasty flies in the building .,0
they also cut back bus services and lay off all these bus drivers .,0
"2nd experience , today , equally as awful .",0
"just getting off work , i came alone .",0
it 's always good the second day !,1
"while it was ok , it was n't great .",0
phenomenal meal !,1
i love this place !,1
consistently good service and food .,1
i was pissed .,0
"always wonderful , wonderful , wonderful .",1
you will leave smelling like cooking oil .,0
"they have a hot vegetarian sandwich , but it sounds gross .",0
but real good .,1
`` jalapeno tostadas ... yum ! '',1
a little gem ... great service and food .,1
"fortunately , i 'd gotten that info when i ordered .",0
the best ice cream around !,1
it actually hurt my eyes to look at the table it was so bright .,0
i love watching the coffee roasting in the back .,1
"huge portions , great ingredients all very fresh .",1
thanks again !,1
my mom had spaghetti with meat sauce and said it was just mediocre .,0
the manager was rude when giving me my order .,0
but the ribs are among the best in the burgh .,1
fast delivery !,1
ps : you must have bread !,1
great experience !,1
the sticky wings & buffalo chicken dip w/ chips are the best !,1
my husband and i got here a couple times a year .,1
the dough has that typical bad salty cracker pittsburgh type taste to it .,0
"the haircut was mediocre , but the highlights were much worse .",0
it made me not want to drink my water even though i was thirsty .,0
what a wreck .,0
nice staff .,1
why was my beer warm ?,0
i highly recommend the rooftop deck or street side deck .,1
the lunch buffet is incredible and a great value .,1
i was hard put to give _num_ % tip to be honest .,0
bland .,0
"overall , i 've got no complaints about the food .",0
so very impressed ... this is absolutely where i will be buying my bike .,1
the clam chowder is creamy and flavorful with plenty of clams .,1
best menu best food in pittsburgh !,1
surprisingly what remains seems to be doing good business .,0
extremely disappointed in this dish .,0
"their pizza bagels are my absolute favorite , and they bring back memories .",1
the upscale prices did not match the dingy and dirty store .,0
"white lily cake , bought the first time because i liked the name .",1
"never going back , letting our bank handle this one .",0
gyros are delicious !,1
"unfortunately , i learned this the hard way .",0
falafel was obviously fresh and flavorful .,1
it was n't a memorable meal or experience .,0
"again , minor stuff for what was a great night out !",1
excellent quick service .,1
the fish was old and cold and fries were a very soft .,0
the food could have come from a buffet and been better .,0
the last take-out pie we got was less than pleasing to the eye .,0
"the chef , however , needs a bit of training .",0
only _num_ stars .,0
bar was very nice and seats comfortable and the atmosphere was casual too formal .,1
"great salsa , fresh tortilla chips , friendly owners and staff .",1
the service is spectacular .,1
this giant eagle is a perfect one to go to .,1
"however , there were three hostesses at the bar chatting and seemingly doing nothing .",0
the fries are very salty .,0
"in addition to being condescending , they hung up on me .",0
thankfully they give it to me without further lip .,0
we called about the issue and they sent someone over right away .,0
"after the installation , lowe 's would refund us the $ _num_ .",0
crappy 's is more like it ... sorry i could not resist !,0
and the food was good too .,1
: ) love love love this place .,1
everyone that works there is so helpful .,1
the flowers were stunning .,1
my guests and i had a pleasant meal with good service .,1
she could n't tear herself away from the movie to address me .,0
needless to say i have n't been back but would recommend in a jam .,0
great game day event location .,1
the drinks are good and the location is perfect !,1
it is a white pizza with minimal ingredients except for the lamb skewers .,0
_num_ ) the portions are small !,0
"being vegetarian , the selection is decent .",1
_num_ . ),0
food was over the top excellent .,1
i paid _num_ $ all together and it should have been free .,0
great food- do n't be fooled by the exterior .,1
the preparation instructions seem questionable ( microwave in a plastic bag ?,0
love this place .,1
rice is a little plain but i just add some soy sauce .,0
just clear me out and get on with the next one .,0
waitstaff hassle you repeatedly to order desserts .,0
definitely take advantage of the half priced games on wednesdays !,1
decent service too .,1
i would not recommend them .,0
bobby and i came here after dinner and sat up at the bar .,0
they are juicy and delicious with a bun that is perfect .,1
my guess is that it was that suspect sauce you put on that sandwich .,0
soup of day is homemade and lots of specials .,1
they do excellent work .,1
"yum , no matter what you get you 'll love it !",1
this place had a really cool feeling to it !,1
i went here to fix a bad hair cut at the last minute .,0
not good .,0
if i had to use one word to describe my experience : depressing .,0
nice ambiance .,1
"first time in pittsburgh , a great value !",1
"great location , ambiance , cocktails and chill environment .",1
i will never be back .,0
its absolutely awesome !,1
clean poodle feet and an even cut .,1
the pizza is unique and delicious .,1
i 've gone several times with friends and their children .,1
"sandwiches , salad are all very good .",1
"food was not awful , but just barely average .",0
my other dining companion had the osso bucco which was dry and stringy .,0
"good quality american food , and free cookies on wednesday nights .",1
perfect place to ask for a christmas present from !,1
do n't bother eating here .,0
"great bread , great flavor , and great ambience .",1
you have been warned ... stay away !,0
"when we arrived there , however it was a different story .",0
we all know it 's not great .,0
everything is nicely set and the atmosphere is relaxing .,1
the area is great .,1
the crust was super doughy and the cheese was pretty gross .,0
none of the pastas had any flavor .,0
very nice food .,1
but after what happened i will never be back .,0
got to work frustrated knowing this is really going to cost me .,1
overall it was a good venue .,1
jason and his team are awesome !,1
at night it is a nightmare .,0
what an awesome spot that my family and i visited for my birthday !,1
american style food and atmosphere is casual and comfortable .,1
"all in all , a very pleasant experience .",1
it had no signs of being coated and sauted to a rich golden brown .,0
took another _num_ minutes to get the drinks .,0
disgusting .,0
the potato salad was awesome everything else was super sub par .,0
i was given a _num_ dollar gift card .,0
the gnocchi with the duck was outstanding .,1
the staff makes it feels like you are bothering them when you order .,0
i 'll be sure to spend my money elsewhere next time .,0
their breakfast is the best in the area !,1
i never felt so ripped off .,0
"excellent atmosphere , excellent service and excellent food at an excellent price .",1
"very flavorful , crisp and filled w potatoes and peas .",1
oh and that 's not the end of it .,0
"perfect crust , plentiful and delicious toppings .",1
today both girls behind the counter were so rude and had zero personality .,0
we 'll feed these to our dogs when we get home .,0
this place has some of the best pancakes i 've ever had .,1
this is a bad neighborhood .,0
he did not look us in the eye and was just overall awkward .,0
highly questionable hygiene for a food store !,0
the staff was super helpful and very kind .,1
terrific eye doctors !,1
it is my worst fear .,0
neither angel nor anyone else came to top up our drinks even once .,0
great work guys !,1
the best bike shop ... by far .,1
this place is great for large groups .,1
the service is excellent .,1
"prices are great and menu is really diverse , too !",1
this is a great place for a seafood lover .,1
so she asked for a little more from the server .,0
very strange experience .,0
first bad experience at this place .,0
"actually , there are not `` two sizes '' of `` one scoop '' .",0
"the service is always friendly , even if they are busy .",1
a cup given with no ice and a bottle of soda ?,0
damn good ice cream .,1
the guy that owns it is extremely helpful and works fast .,1
i handed it to her and walked out .,0
both are incredibly nice and accommodating .,1
"also , the prices are so reasonable i wonder how he stays in business .",1
the chefs are great .,1
are you kidding me ?,0
"um , i 'm not asking you to help me sort things .",0
"i graciously appreciate their time , demeanor , and service !",1
"however , the service we experienced was terrible .",0
water glass was refilled promptly the one time it was starting to look empty .,0
"it was my anniversary tonight , a tuesday .",0
the staff is very nice and the store is always immaculate .,1
fast friendly service .,1
have always had superior meals here .,1
it is a cash only establishment and the staff was very rude .,0
the beer selection is ideal and the new tap wall keeps it simple .,1
great service !,1
the wedding soup was the worst i have ever had .,0
"right in downtown , super fast service , excellent food , and very reasonable .",1
the burger was just a big slab of flavorless ground beef .,0
i would recommend that if you go there never sit and eat .,0
really do n't know what to say .,0
"there 's so much to see , you will spend the whole day there !",1
way too much cheese .,0
service was slow and inattentive all night .,0
a great tasting hot dog with a snap .,1
courteous and so friendly !,1
cheap and delicious breakfast !,1
also had an overall nice selection of everything .,1
they really go above and beyond .,1
the combos are great .,1
these guys are great !,1
- i will take my aunt to asians or school in north hills .,0
apparently old cookies are standard here .,0
fairly average italian food other than the meatballs .,0
the atmosphere was fun .,1
the service here sucks .,0
"honestly , these guys have got some talent , like real talent .",1
why it 's locked i do n't know .,0
she never even looked at me .,0
the food is still amazing !,1
i love this gallery .,1
"certainly , this was not worth the $ _num_ price .",0
"when i checked in , the front desk staff was missing .",0
the prices are great and the service is perfect !,1
nothing special .,0
terrible .,0
the rooms are always clean and well stocked .,1
the service was attentive and the bread was amazing .,1
they have a great selection of products considering their size .,1
was very disappointed with the food .,0
"i 'm sorry , this place is simply not good .",0
"also , lots to do in area .",1
best breakfast in pittsburgh .,1
"however , the quality of the produce from my experience is pretty poor .",0
"the river view from the deck was nice , but the smokers were not .",0
and you just lost all of our business .,0
excellent beer sampler - bargain !,1
soups are great .,1
"they know my measurements , they should know what size i should get !",0
bland would be an understatement .,0
my meal was enjoyable i got spicy beef dish and it came with potatoes .,1
they also pack in the flavor in the birthday cake soft serve .,1
i 'd definitely come back here again .,1
"friendly staff and kid friendly , even on a busy saturday afternoon .",1
the lobster bisque and salmon are great .,1
this was ridiculous to us so we left !,0
minimal meat and a ton of shredded lettuce .,0
great little place .,1
i really was n't thrilled with our meal here .,0
rooms are clean with high ceilings and comfortable beds and pillows .,1
"so , that was really disappointing .",0
diner _num_ - steamed clams .,0
their fries are fresh cut cooked well and i love the cheese steaks .,1
the sushi is fresh and tasty .,1
"i have taken many guests here , and definitely recommend .",1
i 'll definitely keep them in my rotation .,1
`` ill tell the waitress . '',0
literally the worst experience ever .,0
waited _num_ minutes for our drinks and an additional _num_ minutes for our food .,0
was n't great .,0
even the original is worth trying .,1
he was very rude to us .,0
please go .,1
"tonight , we walked in and went up to the counter with our beer .",0
ohh and the amazing brews !,1
"our server was friendly , but not terribly attentive .",0
everything overall is really good and pretty authentic .,1
"waitstaff is professional , friendly and efficient .",1
ugh .,0
the subway system only goes to one neighborhood from downtown .,0
the staff is friendly and helpful .,1
really different cheeses - real cheese !,1
it was really delicious and the meat was seasoned very well .,1
sure she knew that rude .,0
inexpensive and authentic .,1
personable service with a dash of humor .,1
the pizza always comes warm and ready to eat .,1
i think with some mustard this might have been great .,0
"it 's not romantic , just dim .",0
great pizza !,1
"i ordered the pasta trio , and my husband ordered the risotto .",0
"well , it 's just a regular cappuccino .",1
very relaxing and tasty meal .,1
manager actually has respect for the customer instead of ignoring them .,1
the crab bisque soup was creamy and delicious .,1
i had the deep dish pizza and it was very good !,1
great atmosphere .,1
ate here over the weekend and loved it .,1
this is a unique pizza experience like no other .,1
